,Unnamed: 0,First,Second,Count
53354,53354,и,дебели,2
53355,53355,черва,КТ,2
53360,53360,на,стомашната,2
53361,53361,стомашната,стена,2
53366,53366,тремор,по,2
53371,53371,НА,А.ДОРЗАЛИС,2
53376,53376,ЛВ,увеличени,2
53377,53377,С,РАЗЛИЧНА,2
53378,53378,И,ДР,2
53379,53379,НА,ТЯЛОТО,2
53380,53380,ЖЛЕЗИ,И,2
53381,53381,И,ГИНЕКОЛОГИЧЕН,2
53385,53385,НА,НОВООБРАЗОВАНИЕ,2
53386,53386,НОВООБРАЗОВАНИЕ,С,2
53387,53387,ЛВ,МОНЕТА,2
53388,53388,МОНЕТА,С,2
53389,53389,С,РАЗПАД,2
53393,53393,направената,операция,2
53399,53399,без,о,2
53403,53403,конюктива,с,2
53407,53407,ВЕНИ,ПО,2
53408,53408,ЛЯВА,ПОДБЕДРИЦА,2
53409,53409,ПОДБЕДРИЦА,ПО,2
53410,53410,симфизата,коремни,2
53412,53412,ЧВД,ритмична,2
53416,53416,място,запазена,2
53417,53417,запазена,памет,2
53418,53418,),с,2
53419,53419,без,образувания,2
53420,53420,образувания,регионални,2
53422,53422,дясно,запазена,2
53424,53424,хрипове,ясна,2
53425,53425,гърло,хипертрофични,2
53430,53430,отоци,генерализирано,2
53434,53434,с-е,б.о,2
53454,53454,оперативен,(,2
53460,53460,пресбиопия,с,2
53461,53461,ляво,няколко,2
53462,53462,няколко,на,2
53468,53468,спокойни,тъп,2
53472,53472,РСД,тонове-чисти,2
53477,53477,активност,за,2
53478,53478,за,крайници,2
53483,53483,възбуден,напрегнат,2
53485,53485,има,катетър,2
53487,53487,неболезнен,ХСМ,2
53496,53496,бутончето,ниво,2
53507,53507,долния,етаж,2
53514,53514,състояние,изразен,2
53516,53516,статус,отклонения,2
53520,53520,и,адекватни,2
53521,53521,адекватни,реакции,2
53523,53523,снижен,праг,2
53524,53524,праг,на,2
53526,53526,протежение,на,2
53527,53527,реакции,за,2
53532,53532,ВД,единични,2
53545,53545,ампутирани,и,2
53546,53546,с,централен,2
53548,53548,секрет,гърло,2
53549,53549,и,тонус-добри,2
53551,53551,без,двигателни,2
53552,53552,и,речеви,2
53553,53553,речеви,разтройства,2
53567,53567,нарушено,слух,2
53574,53574,отток,на,2
53576,53576,стена,оперативен,2
53584,53584,С,оскъдна,2
53592,53592,вертижен,и,2
53594,53594,СПЕЦ.СТАТУС,отпадналост,2
53595,53595,отпадналост,фебрилитет,2
53596,53596,ТОНЗИЛИ,гърло,2
53597,53597,двигателна,функция,2
53599,53599,ориентирана,със,2
53604,53604,спаднал,клепач,2
53606,53606,под,подребрената,2
53609,53609,и,областта,2
53610,53610,движения,от,2
53612,53612,СПЕЦ.СТАТУС,засегнато,2
53613,53613,половина,изостава,2
53616,53616,пулсации,претибиални,2
53617,53617,увеличена,втора,2
53620,53620,КОЖА,жълта,2
53634,53634,рефлекси,орални,2
53635,53635,твърдото,небце,2
53636,53636,визуализира,ТУ,2
53637,53637,на,зъбите,2
53638,53638,бледа,влажна,2
53639,53639,влажна,с,2
53640,53640,за,отпускане,2
53641,53641,отпускане,на,2
53644,53644,гърдата,отиващо,2
53645,53645,отиващо,към,2
53646,53646,към,предмишница,2
53647,53647,с,ляво,2
53666,53666,устна,и,2
53677,53677,тотална,десностранна,2
53679,53679,нестабилен,смутени,2
53680,53680,гипсова,превръзка,2
53686,53686,стъпване,на,2
53691,53691,повдигане,от,2
53694,53694,ПОЛОЖИТЕЛНИ,КООРДИНАЦИОННИ,2
53695,53695,РЕЦЕПТА,НА,2
53696,53696,ХОСПИТАЛИЗИРАНО,ЛИЦЕ,2
53697,53697,неболезнени,коремни,2
53698,53698,формация,обхващаща,2
53699,53699,обхващаща,лява,2
53700,53700,от,отстранена,2
53703,53703,ТЕЖКА,КОКСАРТРОЗА,2
53708,53708,мръсно,дъно,2
53711,53711,стъпало,запазена,2
53713,53713,корема,по-силна,2
53718,53718,бледа,чиста,2
53724,53724,движения,ССС,2
53725,53725,дишане,при,2
53730,53730,и,леки,2
53731,53731,пета,и,2
53735,53735,без,диабетна,2
53736,53736,полиневропатия,запазени,2
53738,53738,температура,при,2
53745,53745,с,асцит,2
53747,53747,статус,лек,2
53748,53748,статус,оток,2
53751,53751,двустранно,тегло,2
53752,53752,неразширени,сетивност,2
53753,53753,а.д.педис,и,2
53755,53755,намалена,СНР,2
53764,53764,пол,сетивност,2
53768,53768,СНР,отслабен,2
53770,53770,и,събития,2
53773,53773,други,места,2
53774,53774,места,достъпни,2
53776,53776,отрицателно,двустранно.,2
53778,53778,сила,рефлекси,2
53779,53779,за,трофични,2
53788,53788,дихателни,движения,2
53789,53789,подвижност,с,2
53791,53791,дейност,шумове,2
53802,53802,промени,запазен,2
53805,53805,топла,и,2
53810,53810,прибавени,патологични,2
53811,53811,на,детски,2
53812,53812,детски,юмрук,2
53814,53814,добре,зараснал,2
53819,53819,оточна,опъната,2
53828,53828,палпират,бучки,2
53833,53833,статус,насочва,2
53834,53834,към,стоматолог,2
53841,53841,с,неправилно,2
53846,53846,оплаквания,ОДА,2
53849,53849,крайници,налична,2
53850,53850,диабетно,стъпало-има,2
53852,53852,БУРНА,ПЕРИСТАЛТИКА,2
53857,53857,и,нервно,2
53858,53858,нервно,психично,2
53859,53859,апарат,запазени,2
53872,53872,намалени,увеличена,2
53873,53873,увеличена,сетивност,2
53881,53881,област,подутина,2
53882,53882,двете,бузи,2
53883,53883,бузи,и,2
53885,53885,обхваща,и,2
53886,53886,глезена,запазени,2
53889,53889,суховата,чиста,2
53890,53890,леко,пол,2
53891,53891,кош,оперативна,2
53892,53892,област,спокойна,2
53893,53893,спокойна,зараснала,2
53895,53895,отоци,оперативни,2
53896,53896,зараснали,първично,2
53899,53899,крака,запазени,2
53900,53900,изразен,тревожно,2
53901,53901,изразено,оток,2
53902,53902,С,десностранна,2
53904,53904,подвижно,не,2
53905,53905,чисти,ГДП,2
53906,53906,статус,дискретно,2
53909,53909,прешлени,ограничени,2
53910,53910,С,изразена,2
53917,53917,оросени,чисти,2
53919,53919,с,мътна,2
53920,53920,запазен,визус,2
53921,53921,болезнено,образувание,2
53922,53922,лапаротомия,раната,2
53923,53923,раната,зараснала,2
53925,53925,лека,подутина,2
53926,53926,натиск,изтича,2
53928,53928,кош,над,2
53929,53929,на,меките,2
53931,53931,област,физиологична,2
53936,53936,долна,параплегия,2
53937,53937,около,двата,2
53938,53938,с,долна,2
53950,53950,леко,чувствителен,2
53955,53955,подребрие,оживена,2
53956,53956,двустранно,б.о,2
53957,53957,ЕЗИК,С,2
53962,53962,норма,урина,2
53963,53963,запазени,функции,2
53966,53966,СЕ,СНЕМЕ,2
53971,53971,ПОРАДИ,ОТСЪСТВИЕ,2
53972,53972,ОТСЪСТВИЕ,НА,2
53973,53973,НА,ПАЦИЕНТА,2
53974,53974,СТАТУС,отговаря,2
53975,53975,СПЕЦ.СТАТУС,намален,2
53977,53977,увеличена,еластична,2
53978,53978,норма,чува,2
53979,53979,корекция,цветно-норма,2
53980,53980,С-МА,нефролитиаза,2
53981,53981,гр.стълб,ограничени,2
53988,53988,СТАТУС,хистеректомирана,2
53993,53993,и,невъзможни,2
53994,53994,с,оточност,2
53995,53995,ЖЛЕЗИ,мамектомирана,2
54002,54002,в.,б.о,2
54005,54005,тон,удължено,2
54008,54008,левостранна,квадрантектомия,2
54012,54012,и,затопляне,2
54016,54016,разчесвания,по,2
54017,54017,ръцете,краката,2
54020,54020,ТБС,ограничени,2
54025,54025,б.о,изпраща,2
54030,54030,два,пръстта,2
54032,54032,лицева,страна,2
54037,54037,проход,б.о,2
54043,54043,проходи,проходими,2
54044,54044,крайници,ОДА,2
54046,54046,крайници,палпаторна,2
54047,54047,ориентиран,а,2
54048,54048,ШИЯ,оперативно,2
54049,54049,мида,ПЕРИФЕРНИ,2
54055,54055,дълбока,запазена,2
54056,54056,И,РИТМИЧНИ,2
54057,54057,РИТМИЧНИ,СЪРДЕЧНИ,2
54058,54058,НОРМАЛНА,ЧУВСТВИТЕЛНОСТИ,2
54059,54059,ЧУВСТВИТЕЛНОСТИ,И,2
54060,54060,В,ДИШАНЕ,2
54063,54063,В,ПОСОЧЕНАТА,2
54064,54064,ЗА,НАПРАВЛЕНИЕ,2
54066,54066,ПО,НОКТИТЕ,2
54067,54067,СЪЗНАНИЕ,ЗАПАЗЕНО,2
54071,54071,НАМАЛЕН,ОБЕМ,2
54072,54072,ЦИКАТРИКС,СПОКОЕН,2
54073,54073,ДВЕТЕ,ГЪРДИ,2
54074,54074,ПО,КОЖА,2
54075,54075,ДЯСНА,БЕЛОДРОБНА,2
54076,54076,БЕЛОДРОБНА,ОСНОВА,2
54078,54078,СКЪСЕН,КРАК,2
54080,54080,КРАК,С,2
54081,54081,СИЛНО,ОГРАНИЧЕН,2
54082,54082,ПОСОЧЕНАТА,СТАВА,2
54085,54085,ПРОМЕНЕНИ,УЧАСТЪЦИ,2
54087,54087,НАМАЛЕНИ,ПУЛСАЦИИ,2
54088,54088,ЗАДОВОЛИТЕЛНО,СЪСТОЯНИЕ,2
54089,54089,ляв,лакът,2
54090,54090,С,намалена,2
54093,54093,С,оглед,2
54094,54094,оглед,се,2
54097,54097,В,съхранено,2
54099,54099,с,артериално,2
54100,54100,ъгъл,и,2
54114,54114,ниво,ребро,2
54121,54121,б.о,съхранена,2
54123,54123,симетрични,коремна,2
54129,54129,или,енофталм,2
54132,54132,с,темп,2
54133,54133,за,дихателна,2
54138,54138,шумове,при,2
54144,54144,намалена,по,2
54157,54157,устата,десния,2
54158,54158,клепач,изостава,2
54162,54162,сетивност,силно,2
54163,54163,отслабени,ПСП,2
54165,54165,лявата,тазобедрена,2
54168,54168,консултация,към,2
54172,54172,стъпала,проба,2
54173,54173,блясък,на,2
54174,54174,(,проверено,2
54176,54176,гърди,и,2
54177,54177,реакции,запазени,2
54178,54178,функции,на,2
54179,54179,лигавица,розова,2
54180,54180,нормална,подвижна,2
54183,54183,взима,участие,2
54185,54185,близо,цветоусещане,2
54195,54195,дейност,крайници,2
54201,54201,отслабени,пулс.на,2
54202,54202,кол,ТБС,2
54207,54207,и,съдови,2
54208,54208,засегнатата,става,2
54209,54209,СПЕЦ.СТАТУС,нос,2
54210,54210,СПЕЦ.СТАТУС,хематурия,2
54217,54217,СЧУПВАНЕ,НА,2
54224,54224,система,симетричен,2
54227,54227,раждала,в,2
54228,54228,основи,дребни,2
54229,54229,С,НПР,2
54230,54230,НПР,за,2
54231,54231,чисто,розово,2
54232,54232,патология,ПЕРИФЕРНИ,2
54234,54234,НПР,ЗА,2
54236,54236,дъги,с,2
54237,54237,по,малки,2
54238,54238,нарушена,проходимост,2
54248,54248,жлези,данни,2
54252,54252,дискоординационен,и,2
54258,54258,ляво,хемихипестезия,2
54260,54260,спокойна,лигавица,2
54264,54264,С,коремна,2
54273,54273,аортата,ПУЛС,2
54274,54274,не,желае,2
54277,54277,полиневропатия,за,2
54279,54279,ОПОРНО-ДВИГ.АПАРАТ,дясна,2
54280,54280,болезнен,двигателен,2
54281,54281,ОПОРНО-ДВИГ.АПАРАТ,долни,2
54286,54286,ОПОРНО-ДВИГ.АПАРАТ,ампутация,2
54287,54287,ДРОБ,уголемен,2
54288,54288,уголемен,ОПОРНО-ДВИГ.АПАРАТ,2
54289,54289,промени,повърхностни,2
54290,54290,ръцете,затруднени,2
54291,54291,затруднени,движение,2
54294,54294,промени,болки,2
54296,54296,ОДА,повърхностни,2
54300,54300,около,оперативния,2
54302,54302,срединната,част,2
54303,54303,промени,ЕЗИК,2
54304,54304,уртикария,по,2
54307,54307,на,оцветка,2
54308,54308,оцветка,охраненост,2
54309,54309,охраненост,умерена,2
54317,54317,намалена,сила,2
54324,54324,постоянен,задух,2
54326,54326,видими,отоци,2
54330,54330,охраненост,кожа,2
54334,54334,с-е,фебрилна,2
54335,54335,фебрилна,адекватна,2
54337,54337,състояние,фебрилитет,2
54338,54338,фебрилитет,кожа,2
54346,54346,увеличени,спокоен,2
54347,54347,адекватна,ПЛВ,2
54352,54352,ориентирана,глава,2
54353,54353,на,изгаряне,2
54354,54354,изгаряне,с,2
54356,54356,коленни,надкостно,2
54357,54357,надкостно,сух,2
54358,54358,жлези,правилни,2
54360,54360,слабо,изразена,2
54361,54361,изразена,пирамидна,2
54374,54374,неболезнена,не,2
54378,54378,епигастриум,без,2
54379,54379,дефанс,жива,2
54381,54381,шумове,гръден,2
54385,54385,надкостни,сух,2
54387,54387,спокоен,участва,2
54388,54388,неувеличени,лимфни,2
54389,54389,лимфни,в.,2
54390,54390,крепитации,при,2
54394,54394,оцветени,подбедрици,2
54395,54395,и,червеникави,2
54398,54398,правилни,щит,2
54402,54402,мек,анус,2
54405,54405,бол.над,симфизата,2
54406,54406,върхово,без,2
54416,54416,около,пъпа.над,2
54417,54417,пъпа.над,нивото,2
54443,54443,начална,сенилна,2
54444,54444,ШИЯ,неуголемени,2
54446,54446,кош,наличие,2
54455,54455,участват,симетрично,2
54456,54456,симетрично,в,2
54459,54459,без,инфилтрати,2
54460,54460,с,околно,2
54461,54461,околно,тъкан,2
54467,54467,по,грубо,2
54479,54479,за,личност,2
54481,54481,в,пояса,2
54484,54484,(,пол,2
54485,54485,пол,),2
54487,54487,на,травмата,2
54488,54488,увеличена,щит.жлеза,2
54496,54496,ЗА,ИЗДАВАНЕ,2
54506,54506,б.о,ИЗРАЗЕН,2
54511,54511,запазен,интелект,2
54512,54512,на,ПМ,2
54514,54514,СПЕЦ.СТАТУС,рана,2
54515,54515,СПЕЦ.СТАТУС,отворена,2
54519,54519,ориентирана,нормален,2
54520,54520,ОПОРНО-ДВИГ.АПАРАТ,онихомикоза,2
54523,54523,сред,лапаротомия,2
54524,54524,СПЕЦ.СТАТУС,инекция,2
54530,54530,абдукция,наляво,2
54531,54531,наляво,рамо,2
54534,54534,неболезнен,срединна,2
54536,54536,дишане,оскъдни,2
54541,54541,кожата,над,2
54542,54542,КОЖА,много,2
54543,54543,много,бледа,2
54546,54546,ОПОРНО-ДВИГ.АПАРАТ,липсва,2
54549,54549,нестабилен,назад,2
54550,54550,китка,оток,2
54551,54551,ВОД,ВОД,2
54553,54553,клепач,с,2
54555,54555,шепот,на,2
54556,54556,на,реч,2
54558,54558,ЕЗИК,силно,2
54559,54559,дейност,син.тахикардия,2
54560,54560,син.тахикардия,ПУЛС,2
54561,54561,ВЪЗЛИ,норма,2
54562,54562,пресбиопия,катаракта,2
54563,54563,двустранна,деформираща,2
54564,54564,деформираща,коксартроза,2
54565,54565,СПЕЦ.СТАТУС,изразени,2
54566,54566,глезените,без,2
54572,54572,отоци,налице,2
54573,54573,остър,процес,2
54577,54577,еластичност,запазени,2
54579,54579,ритъм,корем,2
54581,54581,ХВН,на,2
54582,54582,на,частична,2
54584,54584,вън,полови,2
54586,54586,без,трил,2
54589,54589,дъга,тотална,2
54593,54593,спокоен,лява,2
54599,54599,суховат,необложен,2
54600,54600,видими,данни,2
54601,54601,КОЖА,в,2
54602,54602,бронхиално,чисто,2
54605,54605,походка,със,2
54606,54606,залитане,големи,2
54607,54607,големи,варици,2
54612,54612,стени,дифузна,2
54615,54615,се,десен,2
54616,54616,суха,залющена,2
54617,54617,оточни,а,2
54618,54618,а,коленните,2
54623,54623,и,отзад,2
54624,54624,мастна,престилка,2
54625,54625,престилка,крайниците,2
54628,54628,обслужва,самостоятелно,2
54631,54631,КМС,е,2
54632,54632,няма,млечни,2
54633,54633,жлези,безболезнени,2
54634,54634,на,самопроверка,2
54639,54639,КОРЕМ,СИЛНО,2
54641,54641,статус,начални,2
54644,54644,СПОКОЕН,КРАЙНИЦИ,2
54654,54654,отслабена,периферна,2
54662,54662,посочените,стави,2
54666,54666,има,контрактура,2
54669,54669,на,сухожилието,2
54670,54670,в,колянната,2
54673,54673,е,положителен,2
54674,54674,недостатъчност,в,2
54675,54675,на,голямо,2
54676,54676,оток,силна,2
54677,54677,както,при,2
54678,54678,така,и,2
54679,54679,за,движение,2
54680,54680,зачервен,без,2
54696,54696,уши,зачервена,2
54697,54697,зачервена,болезнена,2
54712,54712,и,кожна,2
54713,54713,кожна,еластичност,2
54717,54717,с,неясно,2
54719,54719,хипестезия,рефлекси,2
54728,54728,КОЖА,обичаен,2
54732,54732,шум,КОРЕМ,2
54749,54749,подбедрица,липса,2
54750,54750,с,дясна,2
54752,54752,на,образ,2
54769,54769,и,отточна,2
54770,54770,отточна,лигавица,2
54771,54771,ОПОРНО-ДВИГ.АПАРАТ,напрегната,2
54784,54784,горно,латерален,2
54786,54786,с-ние,фебрилна,2
54788,54788,и,стойка,2
54793,54793,система,двустранно,2
54794,54794,реналис,ляво,2
54795,54795,с,умерен,2
54796,54796,формация,колкото,2
54798,54798,паравертебрална,мускулна,2
54814,54814,чиста,зрение,2
54815,54815,чиста,бледорозова,2
54820,54820,отпадни,симптоми,2
54823,54823,нормален,псих.статус,2
54838,54838,на,психиката,2
54841,54841,вени,липсват,2
54845,54845,ТБС,ограничена,2
54847,54847,корем,болка,2
54858,54858,допир,температура,2
54861,54861,с,полиартроза,2
54862,54862,ЗАЧЕРВЯВАНЕ,И,2
54863,54863,И,ЛЮЩЕНЕ,2
54864,54864,СПЕЦ.СТАТУС,АМПУТАЦИЯ,2
54865,54865,ПОДБЕДРИЦИТЕ,УВЕЛИЧЕНИ,2
54866,54866,УВЕЛИЧЕНИ,И,2
54867,54867,РАЗШИРЕНИ,ВЕНОЗНИ,2
54868,54868,ВЕНОЗНИ,СЪДОВЕ,2
54869,54869,СЪДОВЕ,НА,2
54870,54870,ЛЯВАТА,ПОДБЕДРИЦА,2
54871,54871,ПОДБЕДРИЦА,ЛИПСВА,2
54877,54877,СПЕЦ.СТАТУС,СУХОЖИЛНИ,2
54878,54878,ОТСЛАБЕНИ,ДО,2
54879,54879,ДО,ЛИПСВАЩИ,2
54880,54880,С,АНУС,2
54881,54881,ТУ,МАСА,2
54882,54882,МАСА,В,2
54883,54883,ГЪРЛО,РОЗОВО,2
54884,54884,ОКОЛО,ПЪПА,2
54885,54885,НАПРЕГНАТА,И,2
54893,54893,С,КОЖА,2
54896,54896,тазобедрена,тава,2
54902,54902,крайниците,ограничени,2
54903,54903,от,артрозни,2
54905,54905,палпира,поради,2
54911,54911,до,черни,2
54912,54912,черни,петна,2
54913,54913,в,него,2
54915,54915,сърбящ,в,2
54921,54921,вдясно,оточност,2
54922,54922,състояние,консумативен,2
54923,54923,зеници,кръгли,2
54924,54924,кръгли,еднакви,2
54925,54925,еднакви,със,2
54929,54929,при,извършване,2
54930,54930,извършване,на,2
54931,54931,прибавени,разнокалибрени,2
54932,54932,дясно,междуребрие,2
54933,54933,дясно,излъчващи,2
54934,54934,излъчващи,се,2
54944,54944,влошени,координационни,2
54946,54946,на,брадата,2
54947,54947,на,дребен,2
54948,54948,дребен,петнист,2
54959,54959,статус,преди,2
54960,54960,описан,в,2
54967,54967,и,ах,2
54968,54968,си,ЧМН,2
54975,54975,по-изразени,в,2
54976,54976,ляво,рана,2
54980,54980,топли,подбедрици,2
54986,54986,мастит,на,2
54988,54988,хрипове,грубо,2
54999,54999,с,вид,2
55000,55000,на,цветно,2
55021,55021,в,останалия,2
55023,55023,КОЖА,нормална,2
55026,55026,СПЕЦ.СТАТУС,ригидност,2
55029,55029,СПЕЦ.СТАТУС,принудителна,2
55032,55032,червено,дъно,2
55033,55033,дъно,ГЛАВА,2
55034,55034,студен,ляв,2
55035,55035,и,устни,2
55036,55036,гърба,бемка,2
55037,55037,аритмия,нормофреквентна,2
55040,55040,аксиларни,и,2
55041,55041,СПЕЦ.СТАТУС,загуба,2
55042,55042,от,приложената,2
55043,55043,приложената,терапия,2
55045,55045,ШИЯ,пациентката,2
55047,55047,индиферентна,електрическа,2
55048,55048,електрическа,позиция,2
55051,55051,безболезнен,отоци,2
55053,55053,и,периферията,2
55060,55060,паравертебрално,груби,2
55061,55061,хрипове,под,2
55062,55062,под,дясната,2
55063,55063,дясната,скапула,2
55064,55064,с,липсващо,2
55065,55065,стени,болка,2
55066,55066,пол,повече,2
55067,55067,по,шийния,2
55068,55068,шийния,сегмент,2
55074,55074,латералната,част,2
55077,55077,тон,акцентуиран,2
55080,55080,глуховати,лек,2
55082,55082,трансплантация,на,2
55088,55088,към,операция,2
55094,55094,кол,рефлекси,2
55098,55098,подребрие,по,2
55102,55102,глезените,остатъчна,2
55103,55103,остатъчна,десностранна,2
55112,55112,СПЕЦ.СТАТУС,слабо,2
55118,55118,ВЪЗЛИ,в,2
55119,55119,ЕЗИК,отклонява,2
55121,55121,стени,болезненост,2
55122,55122,спокойно,бял,2
55130,55130,отклонения,С,2
55131,55131,хипестезия,с,2
55133,55133,рани,спокойни,2
55134,55134,и,тяло,2
55135,55135,пулсации,ПЛВ,2
55137,55137,реагират,нормално,2
55138,55138,светлина,конюнктива,2
55139,55139,болезнен,но,2
55140,55140,липсват,трофични,2
55145,55145,НС,палпаторна,2
55148,55148,рефлекси,декстра,2
55149,55149,ЧМН,запазена,2
55150,55150,очите,ябълки,2
55151,55151,диплопия,намалено,2
55152,55152,око,двустранно,2
55154,55154,зачервен,оточен,2
55156,55156,дроб,палпаторна,2
55157,55157,и,яйчници-тотална,2
55159,55159,ПОЛОВИНА,НА,2
55165,55165,НС,изразен,2
55167,55167,НС,вертижен,2
55168,55168,НС,обратно,2
55169,55169,развитие,рефлекси,2
55172,55172,хрипове,хрипове,2
55174,55174,дясно,свиркащи,2
55175,55175,двустранно,крепитации,2
55185,55185,пер,отоци,2
55190,55190,реч,б.о,2
55196,55196,бел,полета,2
55197,55197,а.радиалис,и,2
55198,55198,в,пер,2
55199,55199,пер,стави,2
55200,55200,по,носа,2
55203,55203,със,застой,2
55204,55204,неувеличени,СР,2
55205,55205,артрозни,деформация,2
55206,55206,деформация,периферни,2
55210,55210,гонартроза,с,2
55212,55212,изправено,положение,2
55214,55214,рана,над,2
55216,55216,и,всички,2
55217,55217,всички,кости,2
55222,55222,в,палеца,2
55224,55224,десния,устен,2
55227,55227,тъкан,на,2
55228,55228,стъпало,по,2
55240,55240,без,възпалителни,2
55241,55241,с,кожни,2
55242,55242,ерозии,и,2
55243,55243,за,снимка,2
55244,55244,обложен,зачервено,2
55249,55249,до,онколог,2
55260,55260,болезненост,засилваща,2
55263,55263,дясната,китка,2
55264,55264,сигмата,състояние,2
55265,55265,оточни,гонартроза,2
55266,55266,мозъчен,кръвоизлив,2
55269,55269,жлези,статус,2
55274,55274,МСБ,запазени,2
55277,55277,статус,очни,2
55278,55278,орбитите,лек,2
55292,55292,ясна,сърдечна,2
55295,55295,мамила,и,2
55298,55298,увеличена,мекоеластична,2
55305,55305,до,оперативния,2
55315,55315,и,СД,2
55318,55318,и,артерии,2
55319,55319,афебрилна,увеличени,2
55321,55321,врата,черен,2
55322,55322,ДР,ЛР,2
55326,55326,норма,дадени,2
55328,55328,бол.в,областта,2
55329,55329,на,жлъчката,2
55336,55336,ИТМ,наднормен,2
55337,55337,и,вратна,2
55338,55338,ИТМ,нормален,2
55339,55339,палпаторна,бол.в,2
55343,55343,отклонение,гранична,2
55344,55344,гранична,данни,2
55345,55345,прекаран,МИ,2
55346,55346,единични,крепитации,2
55347,55347,и,социален,2
55348,55348,социален,опит,2
55359,55359,на,горно,2
55361,55361,белезникав,език,2
55366,55366,групирани,мехурчета,2
55367,55367,мехурчета,върху,2
55370,55370,на,линея,2
55372,55372,ускорен,пулс,2
55373,55373,дифузно,зачервяване,2
55377,55377,дейност,РСД,2
55378,55378,от,извършена,2
55382,55382,и,слеза,2
55383,55383,слеза,не,2
55389,55389,и,сетивни,2
55393,55393,леко,уголемен,2
55394,55394,с,гладък,2
55395,55395,средства,кожа,2
55399,55399,и,МЖ,2
55401,55401,видима,отговаряща,2
55402,55402,вливане,на,2
55403,55403,ПОДБЕДРЕНИЦИ,без,2
55404,55404,А,ФР,2
55405,55405,оток,под,2
55407,55407,органи-не,се,2
55414,55414,мл.жлеза,мамектомирана,2
55416,55416,в,е,2
55417,55417,тип,ОДА,2
55428,55428,ВОД,носи,2
55435,55435,хемипареза,вляво,2
55444,55444,и,вибрации,2
55452,55452,с-е,бледи,2
55454,55454,език,корема,2
55455,55455,корема,е,2
55456,55456,е,мек,2
55460,55460,прибавени,множество,2
55463,55463,нормална,лява,2
55465,55465,С,настоящи,2
55466,55466,рана,първично,2
55467,55467,първично,заздравяла,2
55468,55468,момента-без,изявен,2
55472,55472,план,на,2
55474,55474,паравертебрално,шийно,2
55480,55480,в,поддържащата,2
55485,55485,повърхност,с,2
55486,55486,с,палпируеми,2
55487,55487,палпируеми,малки,2
55488,55488,малки,възли,2
55490,55490,сърбеж,следи,2
55492,55492,начална,опалесценция,2
55493,55493,опалесценция,на,2
55497,55497,седмични,инфузии,2
55498,55498,дъга,твърд,2
55506,55506,планови,консултации,2
55509,55509,четири,курса,2
55510,55510,хипохондрична,нагласа,2
55515,55515,натиск,за,2
55516,55516,лигавици,подчертано,2
55517,55517,подчертано,бледи,2
55518,55518,палпира,променена,2
55520,55520,mm,ясни,2
55524,55524,оцветка,по,2
55533,55533,с,новата,2
55535,55535,ОДА,отслабени,2
55536,55536,подбедрици,ОДА,2
55538,55538,норма,VOS,2
55546,55546,у,колянна,2
55551,55551,бледи,заради,2
55552,55552,заради,основното,2
55561,55561,пулсации,периферно,2
55562,55562,периферно,двустранно,2
55563,55563,краката,запазена,2
55565,55565,допир,СНР,2
55572,55572,пулсации,непроменени,2
55574,55574,с,контактни,2
55578,55578,бедра,ОДА,2
55584,55584,доловими,отклонения,2
55590,55590,от,скенер,2
55591,55591,лешник,неболезнено,2
55596,55596,РП,леко,2
55602,55602,без,сетивни,2
55603,55603,сетивни,рефлексни,2
55606,55606,(,],2
55608,55608,хрипове,черен,2
55610,55610,зачервен,слухов,2
55614,55614,мамектомирана,вдясно,2
55617,55617,НСР,съхранени,2
55618,55618,голяма,формация,2
55619,55619,неболезнен,вижда,2
55620,55620,се,първично,2
55623,55623,оперативен,цикатрикс.,2
55631,55631,момента,б.о,2
55635,55635,гърда-опипва,се,2
55637,55637,кожа,непроменена,2
55638,55638,система-ясно,дишане,2
55641,55641,нормален,цикатрикс,2
55642,55642,почти,липса,2
55643,55643,дишане,поради,2
55644,55644,поради,слабо,2
55645,55645,слабо,разгъване,2
55646,55646,дроба,(,2
55650,55650,няма,МРД,2
55662,55662,ШИЯ,по,2
55663,55663,промени,леко,2
55667,55667,гърда,твърда,2
55669,55669,остатъка,от,2
55670,55670,от,ампутираната,2
55671,55671,походка,залита,2
55672,55672,статус,неспокоен,2
55680,55680,редуцирано,тегло,2
55684,55684,статус,забавен,2
55693,55693,общо,с-я,2
55698,55698,с,единия,2
55702,55702,междуребрие,корем,2
55704,55704,контактен,ало,2
55705,55705,и,дълбоката,2
55706,55706,дълбоката,сетивност,2
55707,55707,стъпалата,двустранно,2
55708,55708,липсва,с,2
55709,55709,с,първично,2
55711,55711,КМС,леко,2
55712,55712,в,поясно-гръдния,2
55713,55713,поясно-гръдния,отдел,2
55717,55717,консистенция,силно,2
55718,55718,дренажна,система,2
55719,55719,повърхност,твърда,2
55720,55720,до,лявата,2
55722,55722,при,отклонение,2
55723,55723,погледа,встрани,2
55725,55725,с,уплътнена,2
55726,55726,уплътнена,консистенция,2
55728,55728,изразена,кахексия,2
55729,55729,дразнене,слезка,2
55730,55730,латентна,левостранна,2
55734,55734,състояние,документите,2
55735,55735,документите,се,2
55736,55736,на,сестра,2
55738,55738,отоци,НАЧАЛНИ,2
55747,55747,поредната,химиотерапия,2
55750,55750,при,запазен,2
55752,55752,диабета,е,2
55754,55754,и,дълбоки,2
55764,55764,жена,с,2
55770,55770,НАРУШЕНО,ОБЩО,2
